REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
153,65,09808005,1026600000602,153,046568782,9/1/2013,"ЗАО ""Уралприватбанк""","620219, г. Екатеринбург, ул. Первомайская, д. 26",1,22
155,45,09806153,1027739284099,155,044585632,9/1/2013,"ООО КБСИ ""Стройиндбанк""","109004, Москва, ул. Александра Солженицына, д. 8, стр. 1",1,22
170,45,09808583,1025500003737,170,044583105,9/1/2013,"ЗАО ""Банк Сибирь""","109028, г.Москва, Серебряническая наб., д. 29",1,22
184,82,09808672,1020500001345,184,048209763,9/1/2013,"ООО ИКБ ""МЕСЕД""","367015, Республика Дагестан, г. Махачкала,  ул. Ярагского, 93  ""А""",1,21
197,40,09806578,1027800001547,197,044030760,9/1/2013,"ОАО ""МБСП""","194044, Санкт-Петербург, Крапивный пер., 5",1,22
208,52,09227917,1025500000459,208,045209713,9/1/2013,"ЗАО ""КБ ""СИБЭС""","644007, г.Омск, ул. Рабиновича, 132/134",1,27
210,45,09806561,1027739290270,210,044599457,9/1/2013,"ЗАО АКБ ""Экспресс-кредит""","105037,  г. Москва, ул.3-я Прядильная, д.3",1,31
212,61,09807224,1026200000111,212,046126708,9/1/2013,Прио-Внешторгбанк (ОАО),"390023, г. Рязань, ул. Есенина,д.82/26",1,31
226,45,09807359,1027700351106,226,044585518,9/1/2013,"ЗАО КБ ""Росинтербанк""","107045,  г. Москва, ул. Сретенка, д. 16/2",1,31
232,03,09808815,1102300004938,232,040396717,9/1/2013,ЗАО Банк ЗЕНИТ Сочи,"354000, Краснодарский край, г. Сочи, ул. Навагинская, 14",1,27
236,45,17546329,1027739412359,236,044585728,9/1/2013,"ООО ""СПЕЦСТРОЙБАНК""","109004,  г. Москва, ул. Александра Солженицына, д. 12, стр. 4",1,22
249,57,09807543,1025900000048,249,045773790,9/1/2013,"ОАО АКБ ""Урал ФД""","614990, г. Пермь, ул. Ленина, 64",1,27
254,33,10919075,1024300000042,254,043304711,9/1/2013,"ОАО КБ ""Хлынов""","610002, г.Киров, ул. Урицкого, д. 40",1,31
256,45,09807336,1026900005307,256,044583911,9/1/2013,"ОАО ""ГУТА-БАНК""","107078, г. Москва, Орликов пер., д. 5, стр. 3",1,22
272,45,09807649,1027739137535,272,044583544,9/1/2013,"АКБ ""ИРС"" (ЗАО)","127422,  г. Москва, ул.Тимирязевская, д.26",1,22
282,36,09808755,1026300001782,282,043601709,9/1/2013,"ОАО ""Волго-Камский банк""","443096, город Самара, Ленинский район, проспект Карла Маркса, д.10",1,22
286,45,09807833,1027700207490,286,044585112,9/1/2013,"Коммерческий Банк ""Аскания Траст"" (ООО)","101000,  г. Москва, ул. Покровка, д. 10, стр. 1",1,22
312,22,09809068,1025200000528,312,042202722,9/1/2013,"ЗАО ""ВОКБАНК""","603950, г.Нижний Новгород, улица Полтавская, д.14",1,27
316,45,09807804,1027700280937,316,044585216,9/1/2013,"ООО ""ХКФ Банк""","125040, г. Москва, ул. Правды, д. 8, корпус 1",1,31
323,50,09804094,1025400001571,323,045004821,9/1/2013,"ОАО ""МДМ Банк""","630004,  г. Новосибирск, улица Ленина, 18",1,31
324,45,09804102,1037739057070,324,044525057,9/1/2013,"ОАО ""БАНК РОССИЙСКИЙ КРЕДИТ""","125252,  г. Москва, ул. Сальвадора Альенде, д. 7",1,27
328,40,09804148,1027800000084,328,044030861,9/1/2013,"ОАО ""АБ ""РОССИЯ""","191124, Санкт-Петербург, пл. Растрелли, 2, литер А",1,31
330,63,09809080,1026400002089,330,046311755,9/1/2013,"ООО Банк ""Саратов""","410071, г.Саратов, ул.Шелковичная, 177",1,22
347,82,09804326,1020500002357,347,048209711,9/1/2013,"ООО ""НОВЫЙ КОММЕРЧЕСКИЙ БАНК""","367027, Республика Дагестан, г. Махачкала, ул. Казбекова, 161а.",1,22
354,45,09807684,1027700167110,354,044525823,9/1/2013,ГПБ (ОАО),"117420,  г. Москва, ул. Наметкина, д. 16, корпус 1",1,22
356,40,09804384,1027800000183,356,044030758,9/1/2013,"ОАО ""Витабанк""","195220, Санкт-Петербург, пр. Непокоренных,17, корп 4, литер В",1,22
370,45,09801960,1027700412893,370,044583209,9/1/2013,"Банк ""Новый Символ"" (ЗАО)","123007,  г. Москва, 2-й Силикатный проезд, д.8",1,22
384,46,09804616,1025000006350,384-К,044583691,9/1/2013,"НКО ""СПРП"" (ООО)","141300, Московская область,г. Сергиев Посад, ул.Бероунская, д.1",1,31
385,71,09804622,1027200000321,385,047102861,9/1/2013,"ОАО ""СИБНЕФТЕБАНК""","625000, Тюменская область, г. Тюмень, ул. Первомайская, д. 39.",1,22
391,46,16967282,1025000003071,391,044583362,9/1/2013,"ОАО ""АБ ""ПУШКИНО""","141200, Московская область, г. Пушкино, микрорайон Дзержинец, д. 1",1,31
415,92,09265987,1021600000993,415,049205774,9/1/2013,"ООО МКБ ""Аверс""","420111, г.Казань, ул.М.Джалиля, д.3",1,31
429,65,09809128,1026600000350,429,046577795,9/1/2013,"ОАО ""УБРиР""","620014, г.Екатеринбург, ул. Сакко и Ванцетти, д.67",1,31
430,03,09804964,1022300000447,430,040349772,9/1/2013,"ОАО ""И.Д.Е.А. Банк""","350080, г. Краснодар, ул. Уральская, 97",1,22
435,45,09801026,1037700041323,435,044525186,9/1/2013,"""АЛОР БАНК"" (ОАО)","115419, г.Москва, ул. Орджоникидзе, д. 5, корп. 2",1,31
436,40,09804728,1027800000140,436,044030790,9/1/2013,"ОАО ""Банк ""Санкт-Петербург""","195112, Санкт-Петербург, Малоохтинский пр., д. 64, лит. А",1,22
438,92,09265964,1021600000840,438,049240785,9/1/2013,"ООО ""Камкомбанк""","423807, Республика Татарстан, г.Набережные Челны, ул. Гидростроителей, д.21",1,22
444,63,09801109,1026400002265,444,046359728,9/1/2013,"ОАО ""БАЛАКОВО-БАНК""","413840, Саратовская область, г.Балаково, ул.Факел Социализма, 21",1,27
456,03,09141191,1022300002670,456,040349569,9/1/2013,"АКБ ""Крыловский"" (ОАО)","350059, г. Краснодар, Центральный округ, ул. 9-го Мая, дом № 46а",1,27
466,60,09801316,1026100002180,466,046032846,9/1/2013,"ОАО КБ ""Максимум""","347382, Ростовская область, г. Волгодонск, ул. Черникова, 3",1,23
467,03,09801322,1022300001272,467,040349808,9/1/2013,"ООО КБ ""Новопокровский""","350059, г. Краснодар, Карасунский внутригородской округ, ул. Волжская, 47/ул. им. Глинки, 77",1,27
469,60,09801345,1026100008384,469,046027835,9/1/2013,"ООО ""Русский Национальный Банк""","344082, г. Ростов-на-Дону, ул. Шаумяна, 38/39",1,27
474,04,09144918,1022400007508,474,040407795,9/1/2013,"АКБ ""ЕНИСЕЙ"" (ОАО)","660075, г. Красноярск, ул. Республики, дом 51",1,27
478,03,20702891,1022300000502,478,040349718,9/1/2013,"ЗАО ""Кубаньторгбанк""","350063, г. Краснодар, Центральный округ, ул. Комсомольская, д. 4.",1,22
480,92,09265013,1021600000256,480,049205703,9/1/2013,"ЗАО ""ТАТСОЦБАНК""","420111, г.Казань, ул.Чернышевского, 18/23",1,25
481,60,09141200,1022300003021,481,046027283,9/1/2013,"ООО КБ ""РостФинанс""","344006, г. Ростов-на-Дону, ул. Суворова, 59",1,27
485,75,09801500,1027400000110,485,047501711,9/1/2013,"ОАО ""ЧЕЛИНДБАНК""","454091, г.Челябинск, ул.К.Маркса, 80",1,31
492,60,09246045,1026100001817,492,046015804,9/1/2013,"ОАО ""Донкомбанк""","344068, г. Ростов-на-Дону, пр. Михаила Нагибина, 32/2",1,31
493,75,09801575,1027400001650,493,047501779,9/1/2013,"ОАО ""ЧЕЛЯБИНВЕСТБАНК""","454113, г.Челябинск, пл.Революции, 8",1,31
503,64,09801670,1026500000141,503,046423716,9/1/2013,"ЗАО ""Холмсккомбанк""","694620, Сахалинская область, г. Холмск, ул. Победы, 16",1,27
507,71,09801718,1028900001360,507,047102766,9/1/2013,"ЗАО ""Приполяркомбанк""","625023, г. Тюмень, ул. Пржевальского, 41, корп. 1/1",1,22
518,03,09306717,1022300001063,518,040349715,9/1/2013,"Банк ""Первомайский"" (ЗАО)","350020, г. Краснодар, ул. Красная, 139",1,22
520,03,09801919,1032335000675,520,040326819,9/1/2013,"ООО КБ ""Финанс Бизнес Банк""","352190, Краснодарский край, Гулькевичский район, г. Гулькевичи, ул. Советская,  дом  29А",1,31
524,73,09306769,1027300000166,524,047308813,9/1/2013,"ЗАО Банк ""Венец""","432071, г. Ульяновск, ул. Марата, 19",1,31
533,45,09306858,1027739082425,533,044525831,9/1/2013,"ОАО КБ ""Флора-Москва""","119049,  г. Москва, ул. Донская, д. 4, стр. 3",1,27
537,71,09306870,1028600002100,537,047169777,9/1/2013,"ЗАО АКБ ""Приобье""","628616, Тюменская область, Ханты-Мансийский автономный округ,  г. Нижневартовск, просп. Победы, 18-а",1,31
538,45,09251548,1026400002012,538,044579771,9/1/2013,"ООО ""Промсельхозбанк""","119048, г. Москва, ул. Усачева, д. 62",1,31
543,82,25098388,1020500001422,543,048209769,9/1/2013,"КБСР ""Дагестан"" ООО","367020, Республика Дагестан, г. Махачкала, ул.Даниялова, 12",1,21
545,30,09275313,1024100000077,545,043002711,9/1/2013,"ОАО ""Камчаткомагропромбанк""","683024, Камчатский край, г.Петропавловск-Камчатский, пр-т 50 Лет Октября, д.5",1,23
546,45,09320315,1027744005618,546,044583734,9/1/2013,"ОАО ""Принтбанк""","127474,  г.Москва, Дмитровское шоссе, д. 60",1,27
548,45,09309383,1028900000051,548,044579645,9/1/2013,"ЗАО ""СтарБанк""","127055, г. Москва, улица Бутырский вал, д. 68/70, стр. 1",1,22
554,36,21291250,1026300001848,554,043601706,9/1/2013,"ОАО КБ ""Солидарность""","443099, г.Самара, ул.Куйбышева,90",1,27
558,40,09801871,1027800000040,558,044030772,9/1/2013,"ЗАО Банк ""Советский""","197372, г. Санкт-Петербург, Богатырский пр., д. 35, корп. 1, лит. А",1,31
567,50,09309443,1025400000427,567,045004815,9/1/2013,"ОАО КБ ""Акцепт""","630099, г. Новосибирск, ул.Советская, 14",1,27
568,45,09309454,1027400000154,568,044579122,9/1/2013,"ЗАО КБ ""Златкомбанк""","119071, г. Москва, пр. Донской 2-й, д. 10, стр. 2",1,22
574,60,09309519,1026100001982,574,046027267,9/1/2013,"ООО ""ЗЕМКОМБАНК""","344010, г. Ростов-на-Дону, ул. Малюгиной, 233",1,27
575,45,09309526,1028600002199,575,044525738,9/1/2013,"ЗАО АБ ""Капитал""","119334, г. Москва, 5-й Донской проезд, д. 21Б, стр. 10",1,27
588,71,09309638,1028600001792,588,047144709,9/1/2013,"ЗАО ""СНГБ""","628400, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. Кукуевицкого, 19",1,31
594,58,09243017,1026000001862,594,045805703,9/1/2013,"ОАО ""ЕВРОСИБ БАНК""","180016, г. Псков, Рижский проспект 40-б",1,31
596,08,09271290,1022700002654,596,040813700,9/1/2013,"КБ ""Уссури"" ОАО","Российская Федерация, 680013, город Хабаровск, улица Карла Маркса, дом 96 А",1,30
598,58,09243276,1026000001774,598,045853729,9/1/2013,"ОАО КБ ""Великие Луки банк""","182100, Псковская область, г. Великие Луки, ул. Комсомольская, д. 27-а",1,22
600,45,29323770,1027739065375,600,044525402,9/1/2013,"АБ ""ИНТЕРПРОГРЕССБАНК"" (ЗАО)","115201,  г. Москва, Старокаширское шоссе, дом 2, корпус 1, строение 1",1,31
604,45,09301022,1027739222246,604,044525408,9/1/2013,"АКБ ""ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ"" (ЗАО)","127247,  г. Москва, Бескудниковский бульвар, д.36, корпус 1",1,31
606,45,09309802,1027739325624,606,044525429,9/1/2013,"ЗАО КБ ""Гагаринский""","119361,  г. Москва, 2-ой Очаковский пер., д.7",1,27
608,45,09309822,1027739326207,608,044525401,9/1/2013,"АБ ""АСПЕКТ"" (ЗАО)","129327,  г. Москва, Анадырский проезд, д.21",1,23
609,56,09309839,1125800000094,609,045655707,9/1/2013,"ОАО Банк ""Кузнецкий""","440000, г. Пенза, ул. Красная, 104",1,31
622,45,09309957,1027700057440,622,044579238,9/1/2013,"ООО КБ ""АкадемРусБанк""","117447, г. Москва, улица Дмитрия Ульянова, дом 35, строение 1",1,22
625,45,09309977,1062300007901,625,044579436,9/1/2013,Банк - Т (ОАО),"123610, г. Москва, Краснопресненская наб., д. 12",1,31
635,45,09307757,1027300001630,635,044585410,9/1/2013,"""НоваховКапиталБанк"" (ЗАО)","105066, г. Москва, ул. Спартаковская, д. 2, корп. 6",1,27
637,45,09307770,1027739108979,637,044585445,9/1/2013,"КБ ""ИНВЕСТИЦИОННЫЙ СОЮЗ"" (ООО)","115230, г. Москва, Хлебозаводский проезд, д. 7, стр. 9",1,31
639,82,09307792,1020500000498,639,048209778,9/1/2013,"ООО КБ ""Каспий""","367027, Республика Дагестан, г.Махачкала, пр.Акушинского, д.34 ""Д""",1,21
646,94,09269011,1021800000090,646,049401871,9/1/2013,"АКБ ""Ижкомбанк"" (ОАО)","426076, Удмуртская Республика, г.Ижевск, ул. Ленина, 30",1,31
650,45,09106059,1023200000010,650,044585214,9/1/2013,"ОАО ""Лето Банк""","101000, г.Москва, ул.Мясницкая, д. 35 (107061, г. Москва, Преображенская площадь, дом 8 - почтовый адрес)",1,31
653,73,09307912,1027300000232,653,047308811,9/1/2013,"ОАО ГБ ""Симбирск""","432017, г. Ульяновск, ул.Карла Маркса, дом 5",1,31
654,20,09111037,1023600002084,654,042007707,9/1/2013,"ОАО банк ""Воронеж""","394006, г. Воронеж, ул. Челюскинцев, 149",1,22
655,75,09307935,1027400009790,655,047501782,9/1/2013,Таурус Банк (ЗАО),"454080, г.Челябинск, пр. Ленина, 89",1,23
665,79,09143037,1020100002955,665,047908750,9/1/2013,"ООО КБ ""ГТ банк""","385006, Республика Адыгея, г.Майкоп, пер. Вокзальный, дом 1",1,22
671,40,09309064,1026400002310,671,044030924,9/1/2013,"ООО ""БАНК ФИНИНВЕСТ""","199226, г. Санкт-Петербург, улица Нахимова, дом 15, лит. Е.",1,31
680,34,09139320,1024400002978,680,043469714,9/1/2013,"ООО КБ ""Аксонбанк""","156961, г. Кострома, пр-т Мира, 55",1,27
684,71,09309182,1028600003410,684,047144860,9/1/2013,"ООО КБ ""Сургутский Центральный""","628408, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. Энгельса, 12",1,22
685,45,09243164,1026000001983,685,044583412,9/1/2013,"ОАО КБ ""РусьРегионБанк""","119049, г. Москва, Калужская площадь., д. 1, корп. 1",1,27
695,83,09128018,1020700000496,695,048327741,9/1/2013,"Банк ""Нальчик"" ООО","360051, Кабардино-Балкарская республика, г.Нальчик, ул. Толстого,77",1,21
696,53,09284341,1025600000865,696,045339827,9/1/2013,"ОАО АКБ ""Акцент""","462431, Оренбургская обл., г. Орск, просп. Ленина, 75а",1,22
702,53,09284542,1025600001679,702,045354814,9/1/2013,"ОАО ""НИКО-БАНК""","460000, Оренбургская область, г. Оренбург, пер. Алексеевский, 5",1,27
704,53,09284565,1025600001217,704,045354886,9/1/2013,"ОИКБ ""Русь"" (ООО)","460000, Оренбургская область, г. Оренбург, пер.Шевченко, 7",1,27
705,65,09320752,1026600000460,705,046577756,9/1/2013,"ОАО ""СКБ-банк""","620219, г.Екатеринбург,ул. Куйбышева, 75",1,31
708,92,40654987,1021600000014,708,049205844,9/1/2013,"ООО КБЭР ""Банк Казани""","420066, г.Казань, ул.Солдатская, д.1",1,22
709,71,09320798,1028900000073,709,047169702,9/1/2013,"ОАО Банк ""Пурпе""","628606, Тюменская обл., Ханты-Мансийский автономный округ-Югра, г. Нижневартовск, мкр. 9, ул. Мусы Джалиля, дом 9.",1,22
715,82,40760933,1020500001928,715,048209992,9/1/2013,"КБ ""НАФТАБАНК"" ООО","367000, Республика Дагестан, г. Махачкала, ул. Абубакарова, д. 115",1,21
720,41,25855470,1024700000071,720,044109722,9/1/2013,"ОАО ""Выборг-банк""","188800 Ленинградская область, город Выборг, улица Пионерская, дом 2",1,31
728,92,09265198,1021600002500,728,049205708,9/1/2013,"ООО ""ТАТАГРОПРОМБАНК""","420097, Республика Татарстан, г.Казань, ул.Зинина, д.4",1,25
732,22,09116810,1025200000352,732,042282751,9/1/2013,"ОАО КБ ""Ассоциация""","603000, г.Нижний Новгород, ул.М.Горького, 61",1,22
735,38,09155046,1024600001458,735,043807708,9/1/2013,"ОАО ""Курскпромбанк""","305000, г.Курск, ул.Ленина, 13",1,27
752,89,09188382,1021300001656,752,048952729,9/1/2013,"ОАО КБ ""МПСБ""","430005, г.Саранск, ул.Б.Хмельницкого, 36-а",1,22
766,40,09306321,1033501068941,766,044030807,9/1/2013,"АКБ ""Северо-Западный 1 Альянс Банк"" ОАО","191123, г. Санкт-Петербург, ул. Радищева, д. 39, лит. Д",1,27
777,28,09131011,1026900001765,777,042809707,9/1/2013,"ОАО ""Тверьуниверсалбанк""","170100, г.Тверь, ул.Володарского, 34",1,31
779,07,09231190,1022600000114,779,040724712,9/1/2013,"ООО ""РУСБС""","357350, Ставропольский край, Предгорный район, ст. Ессентукская, ул. Гагарина, 148",1,27
783,08,09271054,1022700000685,783,040825773,9/1/2013,"ОАО ""Роял Кредит Банк""","681000,  Хабаровский край, г.Комсомольск-на-Амуре, ул.Партизанская,15",1,27
784,57,09185544,1025900000488,784,045773764,9/1/2013,"ОАО АКБ ""Проинвестбанк""","614010, г. Пермь, Комсомольский проспект, 80",1,27
790,03,09801931,1022300003186,790,040313716,9/1/2013,"ОАО ""Геленджик-Банк""","353460, Краснодарский край, г. Геленджик, ул. Островского, 31",1,30
793,82,49192608,1020500000443,793,048209748,9/1/2013,"ООО КБ ""КРЕДО ФИНАНС""","367029, Республика Дагестан, г.Махачкала, ул.С.М. Абубакарова, 115",1,21
804,49,09316087,1025300000175,804,044959775,9/1/2013,"ЗАО ""НКБ ""СЛАВЯНБАНК""","173004  Новгородская обл., г.Великий Новгород, ул.Черемнова-Конюхова, д.12",1,22
812,65,09253642,1026600001779,812,046551767,9/1/2013,"ОАО ""Уралтрансбанк""","620027, г.Екатеринбург, ул. Мельковская, 2 ""Б""",1,22
817,92,09265674,1021600000586,817,049205772,9/1/2013,"АКБ ""Заречье"" (ОАО)","420032, г.Казань, ул.Лукницкого, д.2",1,22
825,98,09287316,1131400000885,825,049849762,9/1/2013,"ОАО ""Нерюнгрибанк""","678960, Республика Саха (Якутия), г. Нерюнгри, проспект Дружбы народов, 29/4",1,27
826,01,09316294,1022200529537,826,040173749,9/1/2013,"ООО ""КБ ""Тальменка-банк""","656037, Алтайский край, г.Барнаул, пр.Ленина, 156-а",1,27
836,73,09790127,1027300534690,836,047311818,9/1/2013,"ЗАО ""РКБ""","433508, Ульяновская область, г. Димитровград, ул. Самарская, дом 4",1,22
840,79,09143050,1020100001899,840,047908700,9/1/2013,"ОАО АКБ ""Новация""","385011, Республика Адыгея,г.Майкоп, ул.Димитрова, д.4, корпус 1",1,22
841,79,09143043,1020100002340,841,047908749,9/1/2013,"ООО ""Банк Стандарт-Кредит""","385301, Республика Адыгея, с.Красногвардейское, ул.Мира, 173a",1,22
842,37,09153403,1024500000392,842,043735821,9/1/2013,"ООО КБ ""Кетовский""","641310, Курганская область, с.Кетово, ул.Красина, 19",1,27
843,05,09241018,1022500000786,843,040507705,9/1/2013,"ОАО ""Дальневосточный банк""","690990, г.Владивосток, ул. Верхнепортовая, 27-а",1,27
854,98,13138480,1021400001040,854,049853792,9/1/2013,"АБ ""Алданзолотобанк"" ОАО","678900, Республика Саха (Якутия), г. Алдан, улица 10 лет Якутии ,31-а",1,22
857,64,09316609,1026500538240,857,046401727,9/1/2013,"КБ ""Долинск"" (ЗАО)","693007, Сахалинская область, г. Южно-Сахалинск, пр. Мира, 119-а",1,23
860,04,09144261,1022400010005,860,040452720,9/1/2013,"КБ ""Канский"" ООО","662520, Красноярский край, Березовский р-н, п. Березовка, 5 км а/д Красноярск-Железногорск",1,31
865,07,09231132,1022600000037,865-К,040714745,9/1/2013,"НКО ""Ассигнация"" ООО","356630, Ставропольский край, г.Ипатово, ул.Гагарина, 67",1,22
870,17,09109299,1023300000052,870,041708708,9/1/2013,"ООО ""Владпромбанк""","600020, г.Владимир, ул. Большая Нижегородская, д.9",1,31
874,83,09128115,1020700000617,874,048341752,9/1/2013,"Банк ""Прохладный"" ООО","361045, Кабардино-Балкарская республика, г.  Прохладный, ул.Ленина, 115",1,21
875,57,09185461,1025900000510,875,045773756,9/1/2013,"ОАО АКБ ""Пермь""","614000, г. Пермь,  ул. Куйбышева, 10",1,22
880,71,09268709,1028600001770,880,047169779,9/1/2013,"ОАО АКБ ""ЮГРА""","628684, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Мегион, проспект Победы, 8/1",1,31
889,92,09265763,1021600000597,889,049209778,9/1/2013,"""АНКОР БАНК"" (ОАО)","420101, г.Казань, ул. Братьев Касимовых, 47",1,20
901,19,09108414,1023500002404,901,041946747,9/1/2013,"ОАО ""Меткомбанк""","162623, Вологодская обл., г.Череповец, ул. Краснодонцев, 57А",1,27
902,33,09136304,1024300004739,902,043304728,9/1/2013,"АКБ ""Вятка-банк"" ОАО","610000, г.Киров, ул. Преображенская, 4",1,30
903,17,09109307,1023300000063,903,041708706,9/1/2013,"ЗАО ""Владбизнесбанк""","600015, г.Владимир, пр-т Ленина,35",1,31
912,45,09317135,1027739179160,912,044525600,9/1/2013,"ОАО ""МИнБ""","115419,  г. Москва, ул.Орджоникидзе, д.5",1,31
914,28,09131057,1026900000016,914,042809701,9/1/2013,"КБ ""КБЦ"" /ООО/","170100, г. Тверь, улица Малая Самара, дом 9, корпус 1",1,22
917,71,09317187,1027200000080,917,047102885,9/1/2013,"ЗАО ""ТЮМЕНЬАГРОПРОМБАНК""","625023, Тюменская область, г. Тюмень, ул. Одесская, 33",1,22
918,71,09268282,1028900001460,918,047130639,9/1/2013,"""Запсибкомбанк"" ОАО","625000, Тюменская область, г. Тюмень,  ул. 8-е Марта, 1",1,31
927,24,09123046,1023700000169,927,042406707,9/1/2013,"АКБ ""Акция"" ОАО","153000, г.Иваново, ул.Ташкентская, 14",1,22
930,45,09108437,1027739306638,930,044599749,9/1/2013,"ЗАО ""Новый Промышленный Банк""","109028, г. Москва, Покровский бульвар, д.6/20, стр.2",1,22
931,63,12237925,1026400001858,931,046311751,9/1/2013,"ОАО ""НВКбанк""","410012, г. Саратов, ул.Рахова В.Г., д. 129",1,22
933,28,09131554,1026900000170,933,042854751,9/1/2013,"ОАО КБ ""Торжокуниверсалбанк""","172002, Тверская область, г.Торжок, площадь Ананьина, дом 3",1,27
937,45,09251146,1026400001803,937,044579256,9/1/2013,"ЗАО ""ОРБАНК""","115280, г. Москва, ул. Ленинская Слобода, д. 19, стр. 32",1,22
948,45,09317460,1027739109914,948,044585209,9/1/2013,"ЗАО ""М БАНК""","117393,  г. Москва, ул. Профсоюзная, д. 78, стр. 1",1,27
963,34,09139030,1024400001779,963,043469743,9/1/2013,"ООО ИКБ ""Совкомбанк""","156000, г. Кострома, пр. Текстильщиков, д. 46",1,31
965,65,09253317,1026600001823,965,046524721,9/1/2013,"ЗАО ""ПЕРВОУРАЛЬСКБАНК""","623109, Свердловская область, г.Первоуральск, пр. Ильича, 9 б",1,31
967,40,09317619,1023900001993,967,044030917,9/1/2013,"ОАО АКБ ""Балтика""","191014, г. Санкт-Петербург, Виленский пер., 15, лит. А, пом. 19-Н, 20-Н",1,31
969,45,09282017,1027500001100,969,044579708,9/1/2013,"ОАО ""Евразийский банк""","101000, г. Москва, Кривоколенный пер., д. 12, стр. 1",1,22
970,34,09139125,1024400003209,970,043469710,9/1/2013,"ООО КБ ""Конфидэнс Банк""","156000, г. Кострома, пр. Мира, д. 113",1,27
990,71,09317827,1027200000013,990,047106730,9/1/2013,"ООО КБ ""Дружба""","625048, Тюменская область, г. Тюмень, ул. Максима Горького, 68, корпус 2/1",1,22
991,80,16799712,1020280000014,991,048073855,9/1/2013,"ОАО ""АФ Банк""","450057, Республика Башкортостан, город Уфа, улица Октябрьской революции, 78",1,27
992,19,09108064,1023500000040,992,041909717,9/1/2013,"ЗАО Банк ""Вологдабанк""","160001, г.Вологда, ул. Мира, д. 36",1,22
1000,40,00032520,1027739609391,1000,044525187,9/1/2013,ОАО Банк ВТБ,"190000, г. Санкт-Петербург, ул. Большая Морская, 29",1,23
1002,19,09108420,1033501065730,1002,041946748,9/1/2013,"ОАО Комсоцбанк ""Бумеранг""","162602, Вологодская обл., г.Череповец, ул. Коммунистов д. 22",1,22
1003,41,12187601,1026200000837,1003,044106741,9/1/2013,"ООО ""ЛЕНОБЛБАНК""","188662, Ленинградская область, Всеволожский район, п.Мурино, ул. Центральная, д.46",1,31
1006,80,09105806,1020280000070,1006,048073747,9/1/2013,"ОАО ""Башпромбанк""","450015, Российская Федерация, Республика Башкортостан, г.Уфа, ул. Революционная, д.43",1,22
1016,97,09286216,1022100000120,1016,049706749,9/1/2013,"""Объединенный банк Республики"" (ООО)","428010, Чувашская Республика, г.Чебоксары, Коммунальная слобода, 25""а""",1,22
1025,36,16250087,1020400000070,1025,043678859,9/1/2013,"ООО КБ ""Эл банк""","445037,  Самарская область, г. Тольятти, Новый проезд, д. 8",1,22
1027,12,09104296,1023000000210,1027,041203729,9/1/2013,ОАО ВКАБАНК,414000 г.Астрахань ул.Ленина 20,1,31
1035,85,09232309,1020800758681,1035,048580724,9/1/2013,"ОАО ККБ ""КРЕДИТБАНК""","358000, Республика Калмыкия, г. Элиста, ул. Нейман, 3а",1,27
1037,84,16250070,1020400000400,1037,048405712,9/1/2013,"ООО КБ ""Майма""","649000, Республика Алтай, г.Горно-Алтайск, ул.Чорос-Гуркина, 29",1,31
1043,46,09211551,1025000000090,1043,044695151,9/1/2013,"ЗАО ""Промсбербанк""","142110, Московская область, г. Подольск, ул. Кирова, д.19",1,23
1046,28,09131235,1026900001347,1046,042822729,9/1/2013,"ООО КБ ""Гефест""","171506, Тверская область, г.Кимры, ул.Урицкого, д. 19",1,22
1049,95,46224302,1021900002563,1049,049514745,9/1/2013,"ООО ""Хакасский муниципальный банк""","655017, Республика Хакасия, г.Абакан, ул.Хакасская, 73",1,31
1050,14,09803255,1023100000857,1050,041424725,9/1/2013,"ООО ""Осколбанк""","309511, Белгородская область, г. Старый Оскол, мкр. Олимпийский, 62",1,22
1052,45,09141558,1077711000080,1052,044579273,9/1/2013,"""МТИ-Банк"" (ЗАО)","119530, г. Москва, Очаковское шоссе, д. 32",1,22
1053,45,09107126,1027739326306,1053,044583547,9/1/2013,"КБ ""Финансовый стандарт"" (ООО)","105066, г. Москва, ул. Нижняя Красносельская, д. 30",1,31
1059,45,09286311,1027739435668,1059,044579721,9/1/2013,"КБ ""МРБ"" (ООО)""","109341, г. Москва, ул. Люблинская, д. 151",1,22
1060,97,09286274,1022100008325,1060,049706717,9/1/2013,"КБ ""БДБ"" (ООО)","429060, Чувашская Республика, г.Ядрин, ул.Красноармейская, 5",1,27
1067,25,09125424,1023800000124,1067,042520706,9/1/2013,"ОАО ""БайкалИнвестБанк""","664007, Иркутская область, г. Иркутск, ул. Октябрьской Революции, 5",1,22
1068,40,09282454,1097800006589,1068,044030885,9/1/2013,"ОАО ""Невский банк""","196084, Санкт-Петербург, ул. Киевская, 5 корп. 3",1,27
1071,53,09284683,1025600006024,1071,045318806,9/1/2013,"ОАО КБ ""Спутник""","461630, Оренбургская обл., г. Бугуруслан, ул. Фрунзе, 103",1,31
1073,45,09318608,1027739837366,1073,044579685,9/1/2013,"АКБ ""РУССЛАВБАНК"" (ЗАО)","119049,  г. Москва, ул. Донская, д.14. стр. 2",1,31
