REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
2998,45,29306234,1027739504760,2998,044585460,6/1/2010,"ООО ""Барклайс Банк""","107078, г. Москва, ул. Каланчевская, д. 29, стр. 2",Первый Зам. Председателя Правления,М.Ю.Березов,Зам. Главного бухгалтера,Е.Н.Ковалева,Главный экономист,Ж.Т.Шакурова,228-31-31 доб.32-38,25
2999,45,40092868,1027739177091,2999,044579918,6/1/2010,СБ Банк (ООО),"115035,  г. Москва, Раушская наб., д.4/5, стр.1",Зам. Председателя Правления,Мельников В.В.,Главный бухгалтер,Зубова Е.К.,Зам. начальника отдела сводной отчетности,Кобченко М.А.,745-79-90,31
3000,45,29303613,1027739258271,3000,044579686,6/1/2010,"КБ ""Арсенал"" ООО","129090,  г. Москва, ул. Мещанская, д. 7, стр. 1",Зам. Председателя Правления,Голованов А.В.,Гл.бухгалтер,Шпенева Т.А.,Зам. гл. бухгалтера,Масталярчук Н.В.,631-6978,19
3001,05,35697262,1022500000566,3001,040502795,6/1/2010,"ОАО АКБ ""Приморье""","690990, Приморский край, г.Владивосток, ул.Светланская, 47",Председатель Правления,Богдан С.А.,Главный бухгалтер,Овсюк Н.В.,Ведущий экономист,Семенченко М.В.,20-88-00#273,23
3002,45,29305039,1027739068158,3002,044552656,6/1/2010,"ООО КБ ""Пульс Столицы""","115114. г. Москва, Дербеневская набережная, д. 11",Председатель Правления,Павлов А.Ю.,Главный бухгалтер,Смирнова Г.П.,Начальник отдела отчетности,Степина Т.И.,9138580,19
3006,36,33549575,1026300005170,3006,043601878,6/1/2010,"ОАО ПК ""ЭЛКАБАНК""","443001, г.Самара, ул. Вилоновская, д. 84",Генеральный директор,Оганесян Г.Д.,Главный бухгалтер,Гапонова С.С.,Ведущий экономист,Макушина Ю.А.,2733400,19
3011,45,40097897,1027739338175,3011,044585730,6/1/2010,"АКБ ""Мастер-Капитал"" (ОАО)","105120,  г. Москва, ул.Нижняя Сыромятническая, д.1/4",Зам. Председателя Правления,Пономарева Татьяна Арсеньевна,Главный бухгалтер,Золотавина Марина Алексеевна,Начальник отдела отчетности,Тарасова Марина Анатольевна,721-35-70 (доб. 310),19
3013,45,29304075,1027739067861,3013,044525984,6/1/2010,"ОАО Банк ""Развитие-Столица""","119048,  г. Москва, ул. Усачева, дом 22",Председатель Правления,Фарберов А.А.,Главный бухгалтер,Доровских Т.В.,Зам.Главного бухгалтера,Дундукова Е.Ю.,730-44-54,31
3016,45,40093098,1027739436955,3016,044583990,6/1/2010,"ОАО ""Нордеа Банк""","125040,  г. Москва, 3-я ул. Ямского Поля, д. 19, стр. 1",Заместитель Председателя Правления,Волков Игорь Владимирович,Зам. главного бухгалтера,Савостьянова Татьяна Ивановна,Ведущий экономист,Егорова Александра Владимировна,777-3477 (доб.1295),31
3017,45,40092851,1027739082931,3017,044579802,6/1/2010,"""Республиканский Кредитный Альянс"" ООО","109004,  г. Москва, ул.Воронцовская, д.13/14, стр.1",Председатель Правления,Карлинский И. В.,Главный бухгалтер,Медникова Н.В.,Главный бухгалтер,Медникова Н.В.,911-21-13,19
3027,45,40061721,1077711000091,3027,044585677,6/1/2010,"КБ ""АКРОПОЛЬ"" ЗАО","123557,  г. Москва, ул. Грузинский вал, д.10, стр. 4",Зам. Председателя Правления,Седойкина Т.Р.,Зам. Главного  бухгалтера,Иванова Е.А.,Старший экономист отдела отчетности,Паршина И.С.,2530979,19
3030,45,29303632,1037739574773,3030,044579910,6/1/2010,"КБ ""Холдинг-Кредит"" ООО","121069, г. Москва, ул. Садовая-Кудринская, д. 2/62, стр. 4",Исполняющий обязанности Председателя Правления,Добрякова Н.В.,Главный бухгалтер,Егорова Е.Н.,Заместитель начальника отдела сводного баланса и отчетности,Шабанова Ю.В.,(495) 755-82-42 (225),31
3033,22,25712993,1025200000231,3033,042220715,6/1/2010,"ОАО КБ ""ВВНБ""","603005, г.Нижний Новгород, улица Решетниковская, 4",Зам.Председателя Правления,Сухов Н.Р.,Главный бухгалтер,Дьячкова Е.Б.,начальник ОАБУиО,Кальметов С.В.,4160293,19
3036,45,29303649,1027700034372,3036,044525350,6/1/2010,"ОАО ""АМБ Банк""","117630,  г. Москва, ул. Обручева, дом 23",Заместитель Председателя Правления,Логинов А.Ю.,Главный  бухгалтер,Зуйкова В.М.,Начальник отдела отчетности,Афанасьева М.В.,651-63-36 (190),19
3037,95,31901079,1021900002695,3037,049514720,6/1/2010,ООО КБЦА,"655017, Республика Хакасия, г.Абакан, ул.Советская, 69",Председатель Правления,Шадрин Н.Н.,Главный бухгалтер,Замотаева Т.М.,Старший специалист отдела финансовой отчетности,Кочергина А.А.,215-115,22
3038,40,39435553,1027800005199,3038,044030701,6/1/2010,"ОАО ""Банк БФА""","197101, Санкт-Петербург, Петроградская наб., дом 36, лит. А",Зам. Председателя Правления,Рязанцев В.Г.,Главный бухгалтер,Игнатьева И.А.,Главный специалист,Васильева Т.В.,(812)321-65-05,19
3047,45,29304086,1027739203953,3047,044599957,6/1/2010,"КБ ""Интеркредит"" (ЗАО)","115583,  г. Москва, ул.Генерала Белова, д.26",Председатель Правления,Чернышев Д.В.,Главный бухгалтер,Кремнева М.О.,Начальник отдела сводной отчетности,Зенина Е.И.,399-18-33,23
3048,45,29303788,1027700156560,3048,044552804,6/1/2010,"ИКБ ""Энтузиастбанк"" ООО","127434, г. Москва, Дмитровское шоссе, д. 3, корп. 1",Председатель Правления,Нурбагандов А.А.,Главный бухгалтер,Морозова М.В.,Главный бухгалтер,Морозова М.В.,(095)977-09-92,19
3049,45,29320406,1037739737749,3049,044579587,6/1/2010,"АКБ ""ЗОЛОСТБАНК"" (ЗАО)","119121,  г. Москва, ул. Плющиха, д. 42",Председатель Правления,Крюков Игорь Геннадиевич,Главный бухгалтер,Дружинина Любовь Васильевна,Начальник отдела отчетности,Кузнецов Евгений Викторович,710-71-00,19
3061,45,34579715,1027739121651,3061,044579520,6/1/2010,"""Джей энд Ти Банк"" (ЗАО)","115035, г. Москва, Кадашевская набережная, дом 26",Зам. Председателя Правления,Криницин Алексей Витальевич,Главный бухгалтер,Фирсова Наталья Васильевна,Зам. главного бухгалтера,Авдеева Татьяна Евгеньевна,662-45-45,24
