REGN,C1_3,C2_3,C3_3
101,Í12,0.00,
103,Í1,32.50,
103,Í2,39.77,
103,Í3,87.76,
103,Í4,40.04,
103,Í7,177.45,
103,Í9.1,0.00,
103,Í10.1,0.41,
103,Í12,0.00,
106,Í1,30.25,
106,Í2,39.44,
106,Í3,74.42,
106,Í4,41.98,
106,Í7,216.00,
106,Í9.1,1.14,
106,Í10.1,1.29,
107,Í1,11.56,
107,Í2,59.12,
107,Í3,88.56,
107,Í4,59.48,
107,Í7,431.48,
107,Í9.1,9.84,
107,Í10.1,0.33,
107,Í12,1.64,
121,Í1,38.19,
121,Í2,117.41,
121,Í3,127.44,
121,Í4,13.31,
121,Í7,110.05,
121,Í9.1,2.61,
121,Í10.1,0.08,
121,Í12,0.17,
138,Í1,11.46,
138,Í2,37.01,
138,Í3,71.27,
138,Í4,91.88,
138,Í7,291.85,
138,Í9.1,0.00,
138,Í10.1,0.72,
138,Í12,0.00,
142,Í1,69.00,
142,Í2,97.56,
142,Í3,101.98,
142,Í4,74.76,
142,Í7,57.93,
142,Í9.1,2.20,
142,Í10.1,2.14,
142,Í12,0.00,
149,Í1,96.75,
149,Í2,116.82,
149,Í3,322.28,
149,Í4,45.76,
149,Í7,6.46,
149,Í9.1,0.00,
149,Í10.1,0.00,
149,Í12,0.00,
153,Í1,15.01,
153,Í2,122.65,
153,Í3,133.22,
153,Í4,40.50,
153,Í7,329.54,
153,Í9.1,0.00,
153,Í10.1,1.38,
153,Í12,0.00,
155,Í1,25.28,
155,Í2,26.79,
155,Í3,101.53,
155,Í4,7.29,
155,Í7,85.64,
155,Í9.1,0.00,
155,Í10.1,0.00,
155,Í12,0.00,
170,Í1,140.65,
170,Í2,380.68,
170,Í3,11379.84,
170,Í4,2.70,
170,Í7,30.21,
170,Í9.1,30.21,
170,Í10.1,0.00,
170,Í12,0.00,
184,Í1,61.79,
184,Í2,330.54,
184,Í3,331.63,
184,Í4,8.51,
184,Í7,71.97,
184,Í9.1,0.00,
184,Í10.1,0.00,
184,Í12,0.02,
197,Í1,11.28,
197,Í2,21.84,
197,Í3,55.00,
197,Í4,53.28,
197,Í7,514.47,
197,Í9.1,0.06,
197,Í10.1,0.88,
197,Í12,0.01,
208,Í1,35.97,
208,Í2,59.22,
208,Í3,85.03,
208,Í4,50.48,
208,Í7,106.39,
208,Í9.1,0.00,
208,Í10.1,0.83,
208,Í12,0.00,
210,Í1,11.28,
210,Í2,48.98,
210,Í3,83.74,
210,Í4,56.31,
210,Í7,528.02,
210,Í9.1,0.00,
210,Í10.1,1.60,
210,Í12,0.00,
212,Í1,11.28,
212,Í2,110.65,
212,Í3,126.42,
212,Í4,38.38,
212,Í7,536.71,
212,Í9.1,0.24,
212,Í10.1,0.46,
212,Í12,0.00,
226,Í1,16.20,
226,Í2,193.64,
226,Í3,208.05,
226,Í4,80.47,
226,Í7,364.69,
226,Í9.1,0.00,
226,Í10.1,0.14,
226,Í12,0.00,
232,Í1,12.52,
232,Í2,37.83,
232,Í3,82.65,
232,Í4,99.75,
232,Í7,399.90,
232,Í9.1,0.00,
232,Í10.1,1.26,
232,Í12,0.00,
236,Í1,49.52,
236,Í2,49.46,
236,Í3,53.85,
236,Í4,63.65,
236,Í7,85.88,
236,Í9.1,2.30,
236,Í10.1,2.38,
236,Í12,0.00,
249,Í1,12.51,
249,Í2,75.84,
249,Í3,126.85,
249,Í4,78.33,
249,Í7,262.13,
249,Í9.1,4.07,
249,Í10.1,1.15,
249,Í12,4.07,
254,Í1,13.76,
254,Í2,35.85,
254,Í3,108.29,
254,Í4,43.60,
254,Í7,253.20,
254,Í9.1,0.00,
254,Í10.1,1.75,
254,Í12,0.00,
256,Í1,22.11,
256,Í2,44.71,
256,Í3,101.07,
256,Í4,82.46,
256,Í7,329.57,
256,Í9.1,0.00,
256,Í10.1,0.58,
256,Í12,0.00,
272,Í1,29.51,
272,Í2,105.71,
272,Í3,149.96,
272,Í4,0.00,
272,Í7,200.82,
272,Í9.1,0.00,
272,Í10.1,1.01,
272,Í12,0.00,
282,Í1,11.41,
282,Í2,67.04,
282,Í3,80.00,
282,Í4,72.62,
282,Í7,353.05,
282,Í9.1,1.12,
282,Í10.1,1.77,
282,Í12,0.00,
286,Í1,30.09,
286,Í2,61.80,
286,Í3,89.41,
286,Í4,2.75,
286,Í7,266.51,
286,Í9.1,0.00,
286,Í10.1,0.00,
286,Í12,0.00,
312,Í1,12.54,
312,Í2,56.00,
312,Í3,103.95,
312,Í4,35.11,
312,Í7,380.10,
312,Í9.1,9.78,
312,Í10.1,1.17,
312,Í12,5.77,
316,Í1,13.52,
316,Í2,111.04,
316,Í3,157.17,
316,Í4,61.84,
316,Í7,62.79,
316,Í9.1,0.11,
316,Í10.1,0.60,
316,Í12,0.00,
323,Í1,11.75,
323,Í2,63.17,
323,Í3,84.13,
323,Í4,56.26,
323,Í7,224.97,
323,Í9.1,0.00,
323,Í10.1,1.44,
323,Í12,0.70,
324,Í1,65.16,
324,Í2,114.99,
324,Í3,279.57,
324,Í4,47.27,
324,Í7,49.62,
324,Í9.1,0.00,
324,Í10.1,0.00,
324,Í12,0.95,
328,Í1,12.80,
328,Í2,59.11,
328,Í3,65.13,
328,Í4,63.52,
328,Í7,530.30,
328,Í9.1,0.00,
328,Í10.1,0.39,
328,Í12,6.62,
330,Í1,38.02,
330,Í2,49.65,
330,Í3,217.29,
330,Í4,26.00,
330,Í7,147.01,
330,Í9.1,0.28,
330,Í10.1,0.31,
330,Í12,0.00,
347,Í1,71.82,
347,Í2,165.13,
347,Í3,169.53,
347,Í4,47.92,
347,Í7,28.07,
347,Í9.1,0.00,
347,Í10.1,0.35,
347,Í12,0.00,
356,Í1,15.40,
356,Í2,90.39,
356,Í3,190.19,
356,Í4,62.90,
356,Í7,335.59,
356,Í9.1,3.83,
356,Í10.1,2.08,
356,Í12,3.59,
370,Í1,25.71,
370,Í2,81.98,
370,Í3,87.82,
370,Í4,33.58,
370,Í7,123.13,
370,Í9.1,0.03,
370,Í10.1,2.03,
370,Í12,0.00,
384,Í1,30.58,
384,Í10.1,0.00,
384,Í12,0.00,
384,Í15,100.68,
384,Í16,0.00,
384,Í16.1,0.00,
384,Í16.2,0.00,
385,Í1,22.20,
385,Í2,32.37,
385,Í3,52.76,
385,Í4,51.15,
385,Í7,165.99,
385,Í9.1,0.00,
385,Í10.1,0.95,
385,Í12,0.05,
391,Í1,10.50,
391,Í2,56.20,
391,Í3,55.14,
391,Í4,85.03,
391,Í7,457.44,
391,Í9.1,0.01,
391,Í10.1,0.50,
391,Í12,0.00,
404,Í1,13.65,
404,Í2,122.39,
404,Í3,121.74,
404,Í4,58.95,
404,Í7,418.34,
404,Í9.1,0.00,
404,Í10.1,0.51,
410,Í1,18.98,
410,Í2,24.14,
410,Í3,70.66,
410,Í4,31.02,
410,Í7,163.99,
410,Í10.1,0.47,
429,Í1,10.54,
429,Í2,109.40,
429,Í3,65.30,
429,Í4,56.19,
429,Í7,390.02,
429,Í9.1,0.32,
429,Í10.1,0.38,
429,Í12,0.00,
430,Í1,44.67,
430,Í2,22.97,
430,Í3,108.19,
430,Í4,85.50,
430,Í7,33.31,
430,Í9.1,17.26,
430,Í10.1,0.34,
430,Í12,0.00,
435,Í1,47.31,
435,Í2,74.09,
435,Í3,980.95,
435,Í4,0.59,
435,Í7,110.86,
435,Í9.1,47.99,
435,Í10.1,0.25,
435,Í12,19.49,
436,Í1,11.90,
436,Í2,55.14,
436,Í3,87.75,
436,Í4,76.97,
436,Í7,389.54,
436,Í9.1,0.02,
436,Í10.1,0.87,
436,Í12,12.28,
438,Í1,13.25,
438,Í2,24.91,
438,Í3,55.08,
438,Í4,115.52,
438,Í7,125.26,
438,Í9.1,0.30,
438,Í10.1,1.11,
438,Í12,0.00,
444,Í1,47.47,
444,Í2,70.13,
444,Í3,101.19,
444,Í4,23.17,
444,Í7,83.87,
444,Í9.1,29.56,
444,Í10.1,2.09,
444,Í12,0.00,
456,Í1,13.60,
456,Í2,225.20,
456,Í3,115.77,
456,Í4,53.81,
456,Í7,424.02,
456,Í9.1,13.98,
456,Í10.1,1.61,
466,Í1,81.78,
466,Í2,131.72,
466,Í3,136.89,
466,Í4,9.09,
466,Í7,9.04,
466,Í9.1,0.00,
466,Í10.1,0.00,
466,Í12,0.00,
467,Í1,11.31,
467,Í2,36.23,
467,Í3,69.49,
467,Í4,63.54,
467,Í7,666.59,
467,Í9.1,0.03,
467,Í10.1,0.78,
467,Í12,0.00,
469,Í1,25.47,
469,Í2,64.35,
469,Í3,133.47,
469,Í4,0.00,
469,Í7,313.40,
469,Í9.1,0.00,
469,Í10.1,0.00,
469,Í12,0.00,
474,Í1,15.79,
474,Í2,43.57,
474,Í3,73.24,
474,Í4,94.38,
474,Í7,218.07,
474,Í10.1,1.42,
478,Í1,27.66,
478,Í2,94.55,
478,Í3,88.18,
478,Í4,30.52,
478,Í7,149.13,
480,Í1,24.97,
480,Í2,72.20,
480,Í3,85.76,
480,Í4,119.54,
480,Í7,211.70,
480,Í9.1,2.02,
480,Í10.1,0.90,
480,Í12,0.00,
481,Í1,32.23,
481,Í2,49.01,
481,Í3,85.74,
481,Í4,16.80,
481,Í7,169.73,
481,Í9.1,0.00,
481,Í10.1,0.37,
481,Í12,0.00,
485,Í1,19.62,
485,Í2,44.69,
485,Í3,76.59,
485,Í4,78.92,
485,Í7,95.91,
485,Í9.1,0.00,
485,Í10.1,1.22,
485,Í12,0.00,
492,Í1,18.17,
492,Í2,62.74,
492,Í3,74.42,
492,Í4,35.24,
492,Í7,291.11,
492,Í9.1,0.00,
492,Í10.1,0.13,
492,Í12,0.00,
493,Í1,20.97,
493,Í2,95.06,
493,Í3,100.44,
493,Í4,41.16,
493,Í7,84.58,
493,Í9.1,0.27,
493,Í10.1,1.49,
493,Í12,0.00,
503,Í1,18.25,
503,Í2,63.33,
503,Í3,55.33,
503,Í4,51.09,
503,Í7,200.30,
503,Í9.1,0.00,
503,Í10.1,0.30,
503,Í12,5.58,
507,Í1,29.58,
507,Í2,115.01,
507,Í3,108.41,
507,Í4,57.09,
507,Í7,190.85,
507,Í9.1,1.77,
507,Í10.1,2.48,
507,Í12,0.00,
518,Í1,11.40,
518,Í2,73.74,
518,Í3,86.22,
518,Í4,81.42,
518,Í7,70.41,
518,Í9.1,0.00,
518,Í10.1,1.48,
518,Í12,2.72,
520,Í1,15.47,
520,Í2,130.39,
520,Í3,132.38,
520,Í4,80.77,
520,Í7,214.35,
520,Í9.1,1.87,
520,Í10.1,2.31,
520,Í12,0.00,
524,Í1,20.85,
524,Í2,71.43,
524,Í3,85.79,
524,Í4,38.03,
524,Í7,244.60,
524,Í9.1,0.33,
524,Í10.1,0.94,
524,Í12,0.00,
532,Í1,27.67,
532,Í2,125.05,
532,Í3,163.35,
532,Í4,52.42,
532,Í7,180.11,
532,Í9.1,0.00,
532,Í10.1,2.33,
532,Í12,0.00,
533,Í1,44.42,
533,Í2,78.05,
533,Í3,75.70,
533,Í4,43.34,
533,Í7,107.99,
533,Í9.1,0.00,
533,Í10.1,0.43,
533,Í12,0.00,
537,Í1,16.97,
537,Í2,52.60,
537,Í3,88.65,
537,Í4,74.20,
537,Í7,324.75,
537,Í9.1,0.00,
537,Í10.1,2.24,
537,Í12,0.00,
538,Í1,73.37,
538,Í2,189.11,
538,Í3,383.33,
538,Í4,12.25,
538,Í7,81.83,
538,Í9.1,0.00,
538,Í10.1,0.15,
538,Í12,0.00,
539,Í1,15.99,
539,Í2,27.35,
539,Í3,64.34,
539,Í4,55.76,
539,Í7,195.65,
539,Í9.1,0.00,
539,Í10.1,1.46,
539,Í12,21.22,
543,Í1,48.28,
543,Í2,74.72,
543,Í3,87.43,
543,Í4,8.01,
543,Í7,0.00,
543,Í9.1,0.00,
543,Í10.1,0.00,
543,Í12,0.00,
545,Í1,23.11,
545,Í2,41.57,
545,Í3,54.92,
545,Í4,64.05,
545,Í7,305.97,
545,Í9.1,0.15,
545,Í10.1,1.80,
545,Í12,0.00,
546,Í1,49.46,
546,Í2,50.15,
546,Í3,51.77,
546,Í4,21.95,
546,Í7,23.69,
546,Í9.1,19.94,
546,Í10.1,0.00,
546,Í12,0.00,
548,Í1,11.00,
548,Í2,39.13,
548,Í3,214.26,
548,Í4,30.42,
548,Í7,520.30,
548,Í9.1,14.30,
548,Í10.1,0.85,
548,Í12,24.92,
554,Í1,13.98,
554,Í2,65.06,
554,Í3,77.36,
554,Í4,83.02,
554,Í7,392.24,
554,Í9.1,1.92,
554,Í10.1,2.17,
554,Í12,0.00,
558,Í1,10.43,
558,Í2,88.03,
558,Í3,92.21,
558,Í4,93.65,
558,Í7,183.52,
558,Í9.1,0.93,
558,Í10.1,2.26,
558,Í12,0.00,
567,Í1,12.51,
567,Í2,35.86,
567,Í3,70.65,
567,Í4,78.05,
567,Í7,322.22,
567,Í9.1,0.00,
567,Í10.1,2.13,
567,Í12,0.00,
568,Í1,21.11,
568,Í2,57.08,
568,Í3,74.15,
568,Í4,66.62,
568,Í7,255.69,
568,Í9.1,0.92,
568,Í10.1,2.54,
568,Í12,0.00,
570,Í1,60.81,
570,Í2,94.53,
570,Í3,151.06,
570,Í4,2.53,
570,Í7,19.14,
570,Í9.1,0.00,
570,Í10.1,0.00,
570,Í12,0.00,
574,Í1,34.86,
574,Í2,97.25,
574,Í3,104.84,
574,Í4,33.97,
574,Í7,116.48,
574,Í9.1,0.00,
574,Í10.1,0.06,
574,Í12,0.00,
575,Í1,54.48,
575,Í2,42.81,
575,Í3,257.87,
575,Í4,2.98,
575,Í7,69.79,
575,Í9.1,0.00,
575,Í10.1,0.04,
575,Í12,0.00,
588,Í1,20.27,
588,Í2,97.26,
588,Í3,74.19,
588,Í4,92.64,
588,Í7,123.64,
588,Í9.1,1.61,
588,Í10.1,0.80,
588,Í12,0.01,
594,Í1,48.56,
594,Í2,72.16,
594,Í3,94.11,
594,Í4,34.26,
594,Í7,73.84,
594,Í9.1,0.00,
594,Í10.1,1.57,
594,Í12,0.00,
596,Í1,12.92,
596,Í2,52.11,
596,Í3,51.99,
596,Í4,107.84,
596,Í7,191.55,
596,Í9.1,0.00,
596,Í10.1,0.74,
596,Í12,0.00,
598,Í1,33.22,
598,Í2,56.41,
598,Í3,76.17,
598,Í4,59.41,
598,Í7,123.03,
598,Í9.1,0.00,
598,Í10.1,1.39,
598,Í12,0.00,
600,Í1,11.69,
600,Í2,42.01,
600,Í3,90.36,
600,Í4,43.45,
600,Í7,653.81,
600,Í9.1,0.00,
600,Í10.1,0.19,
600,Í12,0.00,
604,Í1,19.09,
604,Í2,59.68,
604,Í3,92.84,
604,Í4,62.26,
604,Í7,278.35,
604,Í9.1,0.00,
604,Í10.1,0.03,
604,Í12,0.00,
606,Í1,16.14,
606,Í2,45.57,
606,Í3,79.84,
606,Í4,45.74,
606,Í7,395.47,
606,Í9.1,13.89,
606,Í10.1,0.59,
606,Í12,0.00,
608,Í1,214.94,
608,Í2,61.87,
608,Í3,149.36,
608,Í4,0.45,
608,Í7,16.86,
608,Í9.1,0.00,
608,Í10.1,0.00,
608,Í12,0.00,
609,Í1,12.68,
609,Í2,37.94,
609,Í3,62.66,
609,Í4,64.34,
609,Í7,342.87,
609,Í9.1,2.17,
609,Í10.1,2.90,
609,Í12,0.00,
622,Í1,32.10,
622,Í2,28.69,
622,Í3,56.92,
622,Í4,1.70,
622,Í7,249.38,
622,Í9.1,0.00,
622,Í10.1,0.36,
622,Í12,0.00,
625,Í1,10.98,
625,Í2,29.22,
625,Í3,84.72,
625,Í4,16.35,
625,Í7,679.20,
625,Í9.1,17.33,
625,Í10.1,2.28,
625,Í12,7.14,
635,Í1,55.60,
635,Í2,126.04,
635,Í3,53.51,
635,Í4,47.87,
635,Í7,84.30,
635,Í9.1,0.00,
635,Í10.1,2.81,
635,Í12,0.00,
637,Í1,15.82,
637,Í2,89.29,
637,Í3,98.98,
637,Í4,59.16,
637,Í7,189.88,
637,Í9.1,0.00,
637,Í10.1,0.10,
637,Í12,0.00,
639,Í1,67.03,
639,Í2,105.96,
639,Í3,116.55,
639,Í4,8.21,
639,Í7,26.24,
639,Í9.1,0.00,
639,Í10.1,0.00,
639,Í12,0.00,
646,Í1,11.08,
646,Í2,49.40,
646,Í3,85.76,
646,Í4,48.80,
646,Í7,327.84,
646,Í9.1,0.52,
646,Í10.1,0.89,
646,Í12,0.00,
650,Í1,84.15,
650,Í2,661.28,
650,Í3,633.30,
650,Í4,0.00,
650,Í7,0.00,
650,Í9.1,0.00,
650,Í10.1,0.00,
650,Í12,0.00,
653,Í1,26.14,
653,Í2,41.71,
653,Í3,61.32,
653,Í4,72.72,
653,Í7,217.68,
653,Í9.1,0.00,
653,Í10.1,0.66,
653,Í12,0.00,
654,Í1,61.35,
654,Í2,20.99,
654,Í3,67.68,
654,Í4,0.00,
654,Í7,98.28,
654,Í9.1,0.00,
654,Í10.1,0.00,
654,Í12,0.00,
655,Í1,13.29,
655,Í2,98.55,
655,Í3,160.74,
655,Í4,66.23,
655,Í7,507.47,
655,Í9.1,7.84,
655,Í10.1,0.94,
655,Í12,0.00,
665,Í1,33.09,
665,Í2,111.11,
665,Í3,111.19,
665,Í4,58.30,
665,Í7,215.15,
665,Í9.1,0.36,
665,Í10.1,2.16,
671,Í1,10.26,
671,Í2,80.58,
671,Í3,66.63,
671,Í4,109.31,
671,Í7,608.57,
671,Í9.1,0.00,
671,Í10.1,2.57,
671,Í12,0.00,
680,Í1,12.15,
680,Í2,91.64,
680,Í3,112.90,
680,Í4,66.29,
680,Í7,312.11,
680,Í9.1,0.00,
680,Í10.1,2.60,
680,Í12,0.00,
684,Í1,23.73,
684,Í2,49.98,
684,Í3,84.16,
684,Í4,8.67,
684,Í7,225.56,
684,Í9.1,0.00,
684,Í10.1,0.05,
684,Í12,0.00,
685,Í1,69.83,
685,Í2,33.21,
685,Í3,121.80,
685,Í4,19.89,
685,Í7,102.94,
685,Í9.1,0.00,
685,Í10.1,1.13,
685,Í12,0.00,
695,Í1,28.70,
695,Í2,89.44,
695,Í3,96.12,
695,Í4,60.21,
695,Í7,164.13,
695,Í9.1,0.00,
695,Í10.1,0.61,
695,Í12,0.00,
696,Í1,33.68,
696,Í2,57.04,
696,Í3,68.20,
696,Í4,38.58,
696,Í7,111.37,
696,Í9.1,0.00,
696,Í10.1,1.78,
696,Í12,0.00,
702,Í1,15.04,
702,Í2,92.61,
702,Í3,176.15,
702,Í4,55.52,
702,Í7,243.74,
702,Í9.1,0.00,
702,Í10.1,1.17,
702,Í12,0.00,
704,Í1,13.75,
704,Í2,40.46,
704,Í3,58.67,
704,Í4,95.75,
704,Í7,314.56,
704,Í9.1,16.24,
704,Í10.1,2.06,
704,Í12,0.00,
705,Í1,12.43,
705,Í2,37.45,
705,Í3,74.64,
705,Í4,81.56,
705,Í7,52.63,
705,Í9.1,2.88,
705,Í10.1,1.45,
705,Í12,0.00,
708,Í1,12.65,
708,Í2,32.32,
708,Í3,66.36,
708,Í4,86.94,
708,Í7,346.96,
708,Í9.1,19.20,
708,Í10.1,1.28,
708,Í12,0.00,
709,Í1,17.61,
709,Í2,46.25,
709,Í3,79.42,
709,Í4,47.81,
709,Í7,304.79,
709,Í9.1,0.02,
709,Í10.1,1.63,
709,Í12,0.00,
715,Í1,37.87,
715,Í2,56.13,
715,Í3,64.30,
715,Í4,0.00,
715,Í7,67.62,
715,Í9.1,0.00,
715,Í10.1,0.21,
715,Í12,0.04,
720,Í1,18.57,
720,Í2,53.10,
720,Í3,112.30,
720,Í4,107.82,
720,Í7,200.25,
720,Í9.1,0.00,
720,Í10.1,1.31,
720,Í12,0.00,
728,Í1,17.33,
728,Í2,51.62,
728,Í3,64.25,
728,Í4,26.83,
728,Í7,324.04,
728,Í9.1,18.47,
728,Í10.1,1.16,
728,Í12,5.86,
732,Í1,12.35,
732,Í2,27.37,
732,Í3,60.63,
732,Í4,112.83,
732,Í7,497.58,
732,Í9.1,6.27,
732,Í10.1,2.45,
732,Í12,0.00,
735,Í1,14.31,
735,Í2,66.94,
735,Í3,124.85,
735,Í4,55.32,
735,Í7,357.41,
735,Í9.1,0.00,
735,Í10.1,1.59,
735,Í12,0.00,
749,Í1,57.80,
749,Í15,254.89,
752,Í1,12.20,
752,Í2,109.95,
752,Í3,160.07,
752,Í4,57.22,
752,Í7,520.80,
752,Í9.1,15.22,
752,Í10.1,2.15,
752,Í12,0.00,
766,Í1,23.30,
766,Í2,69.75,
766,Í3,156.46,
766,Í4,54.47,
766,Í7,221.20,
766,Í9.1,12.55,
766,Í10.1,2.64,
766,Í12,0.00,
777,Í1,17.79,
777,Í2,65.70,
777,Í3,94.38,
777,Í4,68.81,
777,Í7,191.06,
777,Í9.1,0.11,
777,Í10.1,2.11,
777,Í12,0.00,
779,Í1,39.56,
779,Í2,77.38,
779,Í3,74.76,
779,Í4,0.97,
779,Í7,197.99,
779,Í10.1,0.17,
783,Í1,23.97,
783,Í2,112.33,
783,Í3,151.11,
783,Í4,67.75,
783,Í7,55.76,
783,Í9.1,0.00,
783,Í10.1,0.74,
783,Í12,0.00,
784,Í1,17.02,
784,Í2,46.37,
784,Í3,69.48,
784,Í4,70.88,
784,Í7,203.40,
784,Í9.1,0.11,
784,Í10.1,2.19,
784,Í12,0.00,
790,Í1,16.96,
790,Í2,58.08,
790,Í3,72.07,
790,Í4,58.37,
790,Í7,237.36,
790,Í9.1,0.00,
790,Í10.1,1.07,
790,Í12,0.00,
793,Í1,80.60,
793,Í2,155.72,
793,Í3,142.23,
793,Í4,20.49,
793,Í7,41.47,
793,Í9.1,15.50,
793,Í10.1,0.14,
793,Í12,0.00,
804,Í1,40.76,
804,Í2,77.42,
804,Í3,79.61,
804,Í4,93.51,
804,Í7,91.00,
804,Í10.1,0.13,
812,Í1,15.44,
812,Í2,103.59,
812,Í3,129.76,
812,Í4,54.25,
812,Í7,137.00,
812,Í9.1,0.65,
812,Í10.1,1.35,
812,Í12,0.00,
817,Í1,26.78,
817,Í2,66.99,
817,Í3,61.42,
817,Í4,50.35,
817,Í7,191.89,
817,Í9.1,28.21,
817,Í10.1,1.22,
817,Í12,5.89,
825,Í1,17.87,
825,Í2,53.13,
825,Í3,93.82,
825,Í4,19.36,
825,Í7,276.98,
825,Í9.1,0.00,
825,Í10.1,2.07,
825,Í12,0.00,
826,Í1,47.23,
826,Í2,75.95,
826,Í3,92.74,
826,Í4,5.92,
826,Í7,154.50,
826,Í9.1,19.89,
826,Í10.1,0.42,
826,Í12,0.00,
836,Í1,37.74,
836,Í2,90.25,
836,Í3,77.65,
836,Í4,5.90,
836,Í7,200.75,
836,Í9.1,0.00,
836,Í10.1,1.04,
836,Í12,0.00,
840,Í1,14.93,
840,Í2,56.00,
840,Í3,75.60,
840,Í4,118.53,
840,Í7,204.52,
840,Í9.1,0.93,
840,Í10.1,1.53,
840,Í12,0.29,
841,Í1,48.72,
841,Í2,84.46,
841,Í3,86.65,
841,Í4,39.95,
841,Í7,102.21,
841,Í9.1,2.58,
841,Í10.1,1.66,
841,Í12,0.00,
842,Í1,21.31,
842,Í2,63.06,
842,Í3,87.13,
842,Í4,34.37,
842,Í7,272.08,
842,Í9.1,1.08,
842,Í10.1,1.34,
842,Í12,0.00,
843,Í1,11.74,
843,Í2,32.92,
843,Í3,60.96,
843,Í4,47.68,
843,Í7,284.75,
843,Í9.1,0.00,
843,Í10.1,2.21,
843,Í12,0.00,
854,Í1,51.59,
854,Í2,88.67,
854,Í3,89.11,
854,Í4,65.77,
854,Í7,69.18,
854,Í9.1,9.99,
854,Í10.1,0.61,
854,Í12,0.00,
857,Í1,18.42,
857,Í2,39.96,
857,Í3,102.16,
857,Í4,19.90,
857,Í7,197.52,
857,Í9.1,0.00,
857,Í10.1,1.24,
857,Í12,8.16,
860,Í1,31.16,
860,Í2,124.20,
860,Í3,121.36,
860,Í4,66.94,
860,Í7,80.62,
860,Í9.1,0.00,
860,Í10.1,1.09,
860,Í12,0.00,
865,Í1,130.53,
865,Í10.1,0.00,
865,Í12,0.00,
865,Í15,274.22,
865,Í16.1,0.00,
865,Í16.2,0.00,
870,Í1,19.22,
870,Í2,55.92,
870,Í3,71.77,
870,Í4,76.65,
870,Í7,322.84,
870,Í9.1,8.74,
870,Í10.1,0.17,
870,Í12,11.26,
874,Í1,29.31,
874,Í2,53.54,
874,Í3,62.51,
874,Í4,38.76,
874,Í7,212.71,
874,Í9.1,0.00,
874,Í10.1,0.39,
874,Í12,0.00,
875,Í1,31.82,
875,Í2,52.54,
875,Í3,102.91,
875,Í4,90.15,
875,Í7,118.20,
875,Í9.1,0.51,
875,Í10.1,0.96,
875,Í12,0.00,
880,Í1,19.12,
