REGN,C1_3,C2_3,C3_3
282,Í10.1,1.76,
282,Í12,0.00,
286,Í1,27.37,
286,Í2,64.42,
286,Í3,92.88,
286,Í4,2.64,
286,Í7,305.00,
286,Í9.1,0.00,
286,Í10.1,0.00,
286,Í12,0.00,
312,Í1,12.14,
312,Í2,52.77,
312,Í3,98.57,
312,Í4,34.57,
312,Í7,375.19,
312,Í9.1,3.13,
312,Í10.1,1.19,
312,Í12,5.27,
316,Í1,13.11,
316,Í2,74.62,
316,Í3,213.93,
316,Í4,67.14,
316,Í7,36.41,
316,Í9.1,0.15,
316,Í10.1,0.60,
316,Í12,0.00,
323,Í1,12.14,
323,Í2,69.00,
323,Í3,71.70,
323,Í4,55.04,
323,Í7,193.34,
323,Í9.1,0.04,
323,Í10.1,1.41,
323,Í12,0.66,
324,Í1,53.64,
324,Í2,27.55,
324,Í3,164.29,
324,Í4,58.37,
324,Í7,80.72,
324,Í9.1,0.00,
324,Í10.1,0.00,
324,Í12,0.93,
328,Í1,11.89,
328,Í2,58.37,
328,Í3,68.15,
328,Í4,55.08,
328,Í7,589.93,
328,Í9.1,0.90,
328,Í10.1,0.43,
328,Í12,6.67,
330,Í1,34.25,
330,Í2,102.69,
330,Í3,134.13,
330,Í4,33.07,
330,Í7,163.42,
330,Í9.1,0.29,
330,Í10.1,0.30,
330,Í12,0.00,
347,Í1,71.24,
347,Í2,133.06,
347,Í3,134.49,
347,Í4,39.35,
347,Í7,28.40,
347,Í9.1,0.00,
347,Í10.1,0.38,
347,Í12,0.00,
356,Í1,12.99,
356,Í2,90.49,
356,Í3,126.21,
356,Í4,88.22,
356,Í7,401.75,
356,Í9.1,3.80,
356,Í10.1,2.17,
356,Í12,3.57,
370,Í1,27.85,
370,Í2,80.34,
370,Í3,90.09,
370,Í4,34.70,
370,Í7,101.24,
370,Í9.1,0.03,
370,Í10.1,1.90,
370,Í12,0.00,
384,Í1,30.02,
384,Í10.1,0.00,
384,Í12,0.00,
384,Í15,100.09,
384,Í16,0.00,
384,Í16.1,0.00,
384,Í16.2,0.00,
385,Í1,21.98,
385,Í2,54.49,
385,Í3,60.22,
385,Í4,70.01,
385,Í7,176.78,
385,Í9.1,0.00,
385,Í10.1,0.86,
385,Í12,0.05,
391,Í1,11.13,
391,Í2,49.50,
391,Í3,67.52,
391,Í4,104.38,
391,Í7,481.22,
391,Í9.1,0.00,
391,Í10.1,0.71,
391,Í12,0.00,
404,Í1,13.07,
404,Í2,87.94,
404,Í3,90.47,
404,Í4,65.24,
404,Í7,470.94,
404,Í9.1,0.00,
404,Í10.1,0.61,
410,Í1,18.82,
410,Í2,28.70,
410,Í3,61.89,
410,Í4,34.10,
410,Í7,184.32,
410,Í10.1,0.49,
429,Í1,12.70,
429,Í2,97.00,
429,Í3,90.68,
429,Í4,59.40,
429,Í7,297.51,
429,Í9.1,0.06,
429,Í10.1,0.44,
429,Í12,0.00,
430,Í1,39.54,
430,Í2,120.56,
430,Í3,103.94,
430,Í4,92.28,
430,Í7,20.03,
430,Í9.1,20.03,
430,Í10.1,0.31,
430,Í12,0.00,
435,Í1,51.07,
435,Í2,57.37,
435,Í3,394.51,
435,Í4,35.56,
435,Í7,116.08,
435,Í9.1,47.86,
435,Í10.1,0.17,
435,Í12,0.00,
436,Í1,11.67,
436,Í2,47.96,
436,Í3,74.20,
436,Í4,84.87,
436,Í7,422.12,
436,Í9.1,0.02,
436,Í10.1,0.77,
436,Í12,12.95,
438,Í1,14.71,
438,Í2,26.32,
438,Í3,66.95,
438,Í4,114.03,
438,Í7,113.37,
438,Í9.1,0.22,
438,Í10.1,1.05,
438,Í12,0.00,
444,Í1,40.44,
444,Í2,76.15,
444,Í3,92.17,
444,Í4,25.73,
444,Í7,133.21,
444,Í9.1,37.11,
444,Í10.1,2.28,
444,Í12,0.00,
456,Í1,16.54,
456,Í2,117.05,
456,Í3,121.50,
456,Í4,65.30,
456,Í7,327.05,
456,Í9.1,22.31,
456,Í10.1,1.62,
466,Í1,79.51,
466,Í2,110.77,
466,Í3,114.43,
466,Í4,9.26,
466,Í7,11.07,
466,Í9.1,0.00,
466,Í10.1,0.00,
466,Í12,0.00,
467,Í1,12.64,
467,Í2,49.53,
467,Í3,74.25,
467,Í4,68.84,
467,Í7,550.21,
467,Í9.1,0.00,
467,Í10.1,1.07,
467,Í12,0.00,
469,Í1,24.35,
469,Í2,150.19,
469,Í3,95.06,
469,Í4,0.00,
469,Í7,322.75,
469,Í9.1,0.00,
469,Í10.1,0.02,
469,Í12,0.00,
474,Í1,15.51,
474,Í2,59.75,
474,Í3,62.43,
474,Í4,102.79,
474,Í7,224.02,
474,Í9.1,0.00,
474,Í10.1,0.98,
474,Í12,0.00,
478,Í1,32.99,
478,Í2,66.54,
478,Í3,65.88,
478,Í4,48.67,
478,Í7,164.62,
478,Í10.1,1.73,
480,Í1,22.24,
480,Í2,38.85,
480,Í3,55.93,
480,Í4,85.47,
480,Í7,260.93,
480,Í9.1,1.93,
480,Í10.1,0.80,
480,Í12,0.00,
481,Í1,31.05,
481,Í2,112.32,
481,Í3,168.85,
481,Í4,16.03,
481,Í7,148.73,
481,Í9.1,0.00,
481,Í10.1,0.15,
481,Í12,0.00,
485,Í1,19.16,
485,Í2,44.48,
485,Í3,81.16,
485,Í4,79.57,
485,Í7,94.10,
485,Í9.1,0.00,
485,Í10.1,1.24,
485,Í12,0.00,
492,Í1,16.29,
492,Í2,49.39,
492,Í3,82.17,
492,Í4,35.95,
492,Í7,343.77,
492,Í9.1,0.00,
492,Í10.1,0.13,
492,Í12,0.00,
493,Í1,21.56,
493,Í2,91.88,
493,Í3,103.22,
493,Í4,39.77,
493,Í7,75.99,
493,Í9.1,0.30,
493,Í10.1,1.56,
493,Í12,0.00,
503,Í1,16.14,
503,Í2,51.93,
503,Í3,57.64,
503,Í4,56.34,
503,Í7,201.12,
503,Í9.1,0.00,
503,Í10.1,0.28,
503,Í12,6.18,
507,Í1,28.56,
507,Í2,86.82,
507,Í3,89.53,
507,Í4,63.17,
507,Í7,208.96,
507,Í9.1,0.16,
507,Í10.1,0.82,
507,Í12,0.00,
518,Í1,11.32,
518,Í2,79.62,
518,Í3,81.31,
518,Í4,78.29,
518,Í7,68.34,
518,Í9.1,0.00,
518,Í10.1,1.08,
518,Í12,2.55,
520,Í1,15.30,
520,Í2,85.71,
520,Í3,82.21,
520,Í4,102.59,
520,Í7,246.82,
520,Í9.1,1.08,
520,Í10.1,1.57,
520,Í12,0.00,
524,Í1,19.22,
524,Í2,47.89,
524,Í3,67.73,
524,Í4,44.29,
524,Í7,284.47,
524,Í9.1,0.33,
524,Í10.1,1.11,
524,Í12,0.00,
532,Í1,26.48,
532,Í2,71.50,
532,Í3,88.01,
532,Í4,41.58,
532,Í7,173.01,
532,Í9.1,0.00,
532,Í10.1,2.42,
532,Í12,0.00,
533,Í1,43.76,
533,Í2,57.89,
533,Í3,76.41,
533,Í4,25.60,
533,Í7,93.47,
533,Í9.1,0.00,
533,Í10.1,0.44,
533,Í12,0.00,
537,Í1,18.49,
537,Í2,71.28,
537,Í3,92.66,
537,Í4,80.64,
537,Í7,310.12,
537,Í9.1,0.00,
537,Í10.1,2.17,
537,Í12,0.00,
538,Í1,69.42,
538,Í2,95.09,
538,Í3,190.60,
538,Í4,13.86,
538,Í7,84.17,
538,Í9.1,0.00,
538,Í10.1,0.48,
538,Í12,0.00,
539,Í1,15.84,
539,Í2,43.24,
539,Í3,69.78,
539,Í4,55.50,
539,Í7,207.39,
539,Í9.1,0.00,
539,Í10.1,1.59,
539,Í12,21.07,
543,Í1,41.76,
543,Í2,54.75,
543,Í3,89.08,
543,Í4,7.74,
543,Í7,0.00,
543,Í9.1,0.00,
543,Í10.1,0.00,
543,Í12,0.00,
545,Í1,21.25,
545,Í2,42.03,
545,Í3,59.97,
545,Í4,72.29,
545,Í7,359.63,
545,Í9.1,0.10,
545,Í10.1,1.80,
545,Í12,0.00,
546,Í1,45.99,
546,Í2,56.12,
546,Í3,58.61,
546,Í4,24.32,
546,Í7,30.24,
546,Í9.1,22.25,
546,Í10.1,0.00,
546,Í12,0.00,
548,Í1,11.68,
548,Í2,54.93,
548,Í3,188.20,
548,Í4,34.44,
548,Í7,519.41,
548,Í9.1,12.96,
548,Í10.1,1.52,
548,Í12,21.65,
554,Í1,13.22,
554,Í2,61.34,
554,Í3,69.24,
554,Í4,83.98,
554,Í7,393.88,
554,Í9.1,0.63,
554,Í10.1,0.95,
554,Í12,0.00,
558,Í1,10.33,
558,Í2,131.53,
558,Í3,119.58,
558,Í4,110.51,
558,Í7,184.14,
558,Í9.1,1.47,
558,Í10.1,2.62,
558,Í12,0.00,
567,Í1,12.03,
567,Í2,37.86,
567,Í3,72.64,
567,Í4,82.87,
567,Í7,342.92,
567,Í9.1,0.00,
567,Í10.1,2.12,
567,Í12,0.00,
568,Í1,19.76,
568,Í2,61.99,
568,Í3,74.94,
568,Í4,58.94,
568,Í7,283.08,
568,Í9.1,0.93,
568,Í10.1,2.47,
568,Í12,0.00,
570,Í1,55.92,
570,Í2,92.58,
570,Í3,136.55,
570,Í4,3.17,
570,Í7,20.02,
570,Í9.1,0.00,
570,Í10.1,0.09,
570,Í12,0.00,
574,Í1,40.46,
574,Í2,94.02,
574,Í3,110.59,
574,Í4,29.99,
574,Í7,126.36,
574,Í9.1,0.00,
574,Í10.1,0.05,
574,Í12,0.00,
575,Í1,63.76,
575,Í2,133.14,
575,Í3,275.94,
575,Í4,2.78,
575,Í7,50.93,
575,Í9.1,0.00,
575,Í10.1,0.04,
575,Í12,0.00,
588,Í1,18.30,
588,Í2,95.54,
588,Í3,109.17,
588,Í4,96.71,
588,Í7,146.49,
588,Í9.1,2.37,
588,Í10.1,0.74,
588,Í12,0.01,
594,Í1,49.72,
594,Í2,60.91,
594,Í3,91.48,
594,Í4,26.99,
594,Í7,75.17,
594,Í9.1,0.00,
594,Í10.1,1.34,
594,Í12,0.00,
596,Í1,12.86,
596,Í2,59.87,
596,Í3,69.90,
596,Í4,95.99,
596,Í7,199.82,
596,Í9.1,0.00,
596,Í10.1,0.71,
596,Í12,0.00,
598,Í1,32.32,
598,Í2,59.80,
598,Í3,74.47,
598,Í4,59.51,
598,Í7,125.06,
598,Í9.1,0.00,
598,Í10.1,1.30,
598,Í12,0.00,
600,Í1,14.35,
600,Í2,50.14,
600,Í3,70.37,
600,Í4,31.33,
600,Í7,462.78,
600,Í9.1,0.00,
600,Í10.1,0.15,
600,Í12,0.00,
604,Í1,16.83,
604,Í2,59.48,
604,Í3,83.96,
604,Í4,61.12,
604,Í7,297.39,
604,Í9.1,0.00,
604,Í10.1,0.03,
604,Í12,0.00,
606,Í1,15.06,
606,Í2,43.63,
606,Í3,83.78,
606,Í4,45.08,
606,Í7,445.33,
606,Í9.1,15.34,
606,Í10.1,0.69,
606,Í12,0.00,
608,Í1,207.83,
608,Í2,68.40,
608,Í3,141.63,
608,Í4,0.90,
608,Í7,18.38,
608,Í9.1,0.00,
608,Í10.1,0.00,
608,Í12,0.00,
609,Í1,12.25,
609,Í2,41.17,
609,Í3,61.32,
609,Í4,82.14,
609,Í7,381.81,
609,Í9.1,1.13,
609,Í10.1,1.97,
609,Í12,0.00,
622,Í1,34.40,
622,Í2,40.45,
622,Í3,61.82,
622,Í4,1.68,
622,Í7,231.69,
622,Í9.1,0.00,
622,Í10.1,0.36,
622,Í12,0.00,
625,Í1,11.09,
625,Í2,29.15,
625,Í3,84.11,
625,Í4,15.25,
625,Í7,625.77,
625,Í9.1,14.66,
625,Í10.1,2.25,
625,Í12,6.41,
635,Í1,56.65,
635,Í2,72.70,
635,Í3,113.69,
635,Í4,60.45,
635,Í7,86.07,
635,Í9.1,0.00,
635,Í10.1,2.84,
635,Í12,0.00,
637,Í1,13.99,
637,Í2,54.35,
637,Í3,65.76,
637,Í4,7.51,
637,Í7,204.80,
637,Í9.1,0.00,
637,Í10.1,0.09,
637,Í12,0.00,
639,Í1,79.48,
639,Í2,108.47,
639,Í3,113.12,
639,Í4,5.99,
639,Í7,29.98,
639,Í9.1,0.00,
639,Í10.1,0.00,
639,Í12,0.00,
646,Í1,11.34,
646,Í2,40.18,
646,Í3,80.57,
646,Í4,67.94,
646,Í7,264.41,
646,Í9.1,0.36,
646,Í10.1,1.18,
646,Í12,0.00,
650,Í1,84.58,
650,Í2,505.66,
650,Í3,549.23,
650,Í4,0.00,
650,Í7,0.00,
650,Í9.1,0.00,
650,Í10.1,0.00,
650,Í12,0.00,
653,Í1,25.14,
653,Í2,45.48,
653,Í3,57.73,
653,Í4,77.16,
653,Í7,235.43,
653,Í9.1,0.00,
653,Í10.1,0.60,
653,Í12,0.00,
654,Í1,57.09,
654,Í2,36.23,
654,Í3,67.54,
654,Í4,0.00,
654,Í7,99.71,
654,Í9.1,0.00,
654,Í10.1,0.00,
654,Í12,0.00,
655,Í1,13.48,
655,Í2,119.12,
655,Í3,121.83,
655,Í4,66.92,
655,Í7,481.73,
655,Í9.1,6.69,
655,Í10.1,0.66,
655,Í12,0.00,
665,Í1,30.32,
665,Í2,115.50,
665,Í3,125.75,
665,Í4,63.45,
665,Í7,238.53,
665,Í9.1,0.34,
665,Í10.1,2.68,
671,Í1,13.69,
671,Í2,53.73,
671,Í3,62.97,
671,Í4,108.57,
671,Í7,452.51,
671,Í9.1,0.00,
671,Í10.1,1.22,
671,Í12,0.00,
680,Í1,11.36,
680,Í2,85.65,
680,Í3,106.10,
680,Í4,73.48,
680,Í7,315.37,
680,Í9.1,0.00,
680,Í10.1,2.70,
680,Í12,0.00,
684,Í1,27.04,
684,Í2,30.19,
684,Í3,68.94,
684,Í4,10.16,
684,Í7,188.84,
684,Í9.1,0.00,
684,Í10.1,0.02,
684,Í12,0.00,
685,Í1,68.54,
685,Í2,47.70,
685,Í3,120.05,
685,Í4,11.13,
685,Í7,105.55,
685,Í9.1,0.00,
685,Í10.1,1.25,
685,Í12,0.00,
695,Í1,30.40,
695,Í2,84.16,
695,Í3,92.15,
695,Í4,60.58,
695,Í7,151.79,
695,Í9.1,0.00,
695,Í10.1,0.53,
695,Í12,0.00,
696,Í1,33.11,
696,Í2,43.02,
696,Í3,75.31,
696,Í4,43.51,
696,Í7,92.18,
696,Í9.1,0.00,
696,Í10.1,1.85,
696,Í12,0.00,
702,Í1,15.17,
702,Í2,65.10,
702,Í3,231.57,
702,Í4,53.38,
702,Í7,232.51,
702,Í9.1,0.00,
702,Í10.1,1.28,
702,Í12,0.00,
704,Í1,13.61,
704,Í2,34.37,
704,Í3,73.47,
704,Í4,97.66,
704,Í7,329.48,
704,Í9.1,18.67,
704,Í10.1,2.21,
704,Í12,0.00,
705,Í1,12.73,
705,Í2,57.01,
705,Í3,97.68,
705,Í4,83.64,
705,Í7,66.07,
705,Í9.1,3.32,
705,Í10.1,1.41,
705,Í12,0.00,
708,Í1,13.61,
708,Í2,33.51,
708,Í3,79.95,
708,Í4,87.32,
708,Í7,314.27,
708,Í9.1,18.93,
708,Í10.1,1.19,
708,Í12,0.00,
709,Í1,16.19,
709,Í2,53.90,
709,Í3,77.14,
709,Í4,48.85,
709,Í7,334.88,
709,Í9.1,0.67,
709,Í10.1,2.42,
709,Í12,0.00,
715,Í1,36.20,
715,Í2,102.11,
715,Í3,102.62,
715,Í4,83.96,
715,Í7,68.34,
715,Í9.1,0.00,
715,Í10.1,0.98,
715,Í12,0.00,
720,Í1,18.17,
720,Í2,60.33,
720,Í3,108.92,
720,Í4,104.46,
720,Í7,193.68,
720,Í9.1,0.00,
720,Í10.1,1.24,
720,Í12,0.00,
728,Í1,16.34,
728,Í2,82.84,
728,Í3,75.31,
728,Í4,39.21,
728,Í7,357.28,
728,Í9.1,18.37,
728,Í10.1,1.12,
728,Í12,5.83,
732,Í1,16.50,
732,Í2,39.12,
732,Í3,62.64,
732,Í4,100.36,
732,Í7,277.18,
732,Í9.1,9.48,
732,Í10.1,1.88,
732,Í12,0.00,
735,Í1,14.67,
735,Í2,73.56,
735,Í3,106.03,
735,Í4,58.87,
735,Í7,350.39,
735,Í9.1,0.00,
735,Í10.1,1.48,
735,Í12,0.00,
749,Í1,37.05,
749,Í15,144.78,
752,Í1,11.60,
752,Í2,65.61,
752,Í3,94.35,
752,Í4,66.49,
752,Í7,547.43,
752,Í9.1,12.85,
752,Í10.1,1.83,
752,Í12,0.00,
766,Í1,19.88,
766,Í2,146.59,
766,Í3,205.70,
766,Í4,55.23,
766,Í7,263.85,
766,Í9.1,23.40,
766,Í10.1,2.52,
766,Í12,0.00,
777,Í1,17.30,
777,Í2,63.80,
777,Í3,84.98,
777,Í4,65.80,
777,Í7,179.65,
777,Í9.1,0.15,
777,Í10.1,2.14,
777,Í12,0.00,
779,Í1,44.71,
779,Í2,147.11,
779,Í3,140.30,
779,Í4,0.93,
779,Í7,170.39,
779,Í10.1,0.14,
783,Í1,25.54,
783,Í2,108.60,
783,Í3,130.03,
783,Í4,66.06,
783,Í7,47.26,
783,Í9.1,0.00,
783,Í10.1,0.68,
783,Í12,0.00,
784,Í1,17.14,
784,Í2,49.13,
784,Í3,80.12,
784,Í4,69.76,
784,Í7,234.86,
784,Í9.1,0.10,
784,Í10.1,2.14,
784,Í12,0.00,
790,Í1,16.21,
790,Í2,49.38,
790,Í3,72.81,
790,Í4,62.63,
790,Í7,267.15,
790,Í9.1,0.00,
790,Í10.1,1.02,
790,Í12,0.00,
793,Í1,89.20,
793,Í2,172.46,
793,Í3,144.53,
793,Í4,4.25,
793,Í7,37.15,
793,Í9.1,15.37,
793,Í10.1,0.13,
793,Í12,0.00,
804,Í1,38.53,
804,Í2,64.01,
804,Í3,65.59,
804,Í4,89.96,
804,Í7,102.91,
804,Í10.1,0.12,
812,Í1,16.19,
812,Í2,124.36,
812,Í3,127.94,
812,Í4,56.92,
812,Í7,91.93,
812,Í9.1,0.71,
812,Í10.1,1.44,
812,Í12,0.00,
817,Í1,28.33,
817,Í2,55.48,
817,Í3,58.06,
817,Í4,51.88,
817,Í7,201.84,
817,Í9.1,27.18,
817,Í10.1,1.05,
817,Í12,5.96,
825,Í1,16.96,
825,Í2,43.23,
825,Í3,98.11,
825,Í4,25.02,
825,Í7,288.02,
825,Í10.1,1.79,
826,Í1,49.38,
826,Í2,67.51,
826,Í3,79.88,
826,Í4,16.94,
826,Í7,147.97,
826,Í9.1,20.25,
826,Í10.1,0.51,
826,Í12,0.00,
836,Í1,31.61,
836,Í2,62.43,
836,Í3,88.26,
836,Í4,8.19,
836,Í7,247.05,
836,Í9.1,0.00,
836,Í10.1,1.65,
836,Í12,0.00,
840,Í1,14.39,
840,Í2,53.43,
840,Í3,62.46,
840,Í4,113.85,
840,Í7,264.51,
840,Í9.1,0.92,
840,Í10.1,1.53,
840,Í12,0.29,
841,Í1,46.14,
841,Í2,51.90,
841,Í3,85.65,
841,Í4,47.97,
841,Í7,167.39,
841,Í9.1,0.00,
841,Í10.1,1.61,
841,Í12,0.00,
842,Í1,21.49,
842,Í2,111.59,
842,Í3,105.94,
842,Í4,31.89,
842,Í7,215.82,
842,Í9.1,0.00,
842,Í10.1,0.30,
842,Í12,0.00,
843,Í1,11.34,
843,Í2,58.59,
843,Í3,83.40,
843,Í4,46.88,
843,Í7,289.84,
843,Í9.1,0.00,
843,Í10.1,2.33,
843,Í12,0.00,
854,Í1,49.05,
854,Í2,83.25,
854,Í3,82.48,
854,Í4,60.90,
854,Í7,74.64,
854,Í9.1,8.79,
854,Í10.1,0.56,
854,Í12,0.00,
857,Í1,17.10,
857,Í2,32.72,
857,Í3,80.61,
857,Í4,63.36,
857,Í7,249.30,
857,Í9.1,0.00,
857,Í10.1,1.41,
857,Í12,8.62,
860,Í1,29.15,
860,Í2,94.68,
860,Í3,103.23,
860,Í4,89.87,
860,Í7,93.09,
860,Í9.1,0.00,
860,Í10.1,1.14,
860,Í12,0.00,
865,Í1,105.26,
865,Í10.1,0.00,
865,Í12,0.00,
865,Í15,308.24,
865,Í16.1,0.00,
865,Í16.2,0.00,
870,Í1,18.24,
870,Í2,88.56,
870,Í3,106.50,
870,Í4,90.18,
870,Í7,312.63,
870,Í9.1,8.45,
870,Í10.1,1.13,
870,Í12,8.49,
874,Í1,34.53,
874,Í2,58.36,
874,Í3,78.23,
874,Í4,40.94,
874,Í7,157.68,
874,Í9.1,0.00,
874,Í10.1,0.37,
874,Í12,0.00,
875,Í1,27.54,
875,Í2,54.57,
875,Í3,93.92,
875,Í4,99.53,
875,Í7,155.33,
875,Í9.1,0.55,
875,Í10.1,0.97,
